# 104614M29  idx 2  channel total (DD+DT+TT+TD)  TH=THNTX  BT=BTN[DD+DT]  t = 13.329 s
# (TH/BT)_LOS = 0.529376  [cum (TH/BT)(rhot=1) must match this]
#   rhot          f             TH[n/m3/s]    BT[n/m3/s]    THKM14        BTKM14        DVOL[m3]      TH*f*DVOL[n/s] BT*f*DVOL[n/s] TH/BT_local   TH/BT_cum
2.77500004e-01 5.91006731e-01 2.67357409e+16 3.59818272e+16 1.58010029e+16 2.12655021e+16 2.10559905e-01 3.32705765e+15 4.47766209e+15 7.43034554e-01 6.68403045e-01
2.82499999e-01 5.89417314e-01 2.63772692e+16 3.54837136e+16 1.55472192e+16 2.09147151e+16 2.14253202e-01 3.33104149e+15 4.48104469e+15 7.43362704e-01 6.70373224e-01
2.87499994e-01 5.88715159e-01 2.59816305e+16 3.49775413e+16 1.52957797e+16 2.05918088e+16 2.17893094e-01 3.33284476e+15 4.48681293e+15 7.42808942e-01 6.72230635e-01
2.92499989e-01 5.88630201e-01 2.55503708e+16 3.44651545e+16 1.50397199e+16 2.02872308e+16 2.21575901e-01 3.33243949e+15 4.49516144e+15 7.41339223e-01 6.73961561e-01
2.97500014e-01 5.85814339e-01 2.50838794e+16 3.39483939e+16 1.46944963e+16 1.98874559e+16 2.25277290e-01 3.31033629e+15 4.48019217e+15 7.38882656e-01 6.75542720e-01
3.02500010e-01 5.86330597e-01 2.45929206e+16 3.34291097e+16 1.44195818e+16 1.96005098e+16 2.28930295e-01 3.30107911e+15 4.48715049e+15 7.35673813e-01 6.76974565e-01
3.07500005e-01 5.83259593e-01 2.40910397e+16 3.29091428e+16 1.40513300e+16 1.91945732e+16 2.32581005e-01 3.26807245e+15 4.46429312e+15 7.32047014e-01 6.78249079e-01
3.12500000e-01 5.84805349e-01 2.35559608e+16 3.23903372e+16 1.37756519e+16 1.89420425e+16 2.36181408e-01 3.25355287e+15 4.47375827e+15 7.27252719e-01 6.79359792e-01
3.17499995e-01 5.83237868e-01 2.29890109e+16 3.18745369e+16 1.34080617e+16 1.85904369e+16 2.39869088e-01 3.21617954e+15 4.45927115e+15 7.21234351e-01 6.80284942e-01
3.22499990e-01 5.83081545e-01 2.24224993e+16 3.13635858e+16 1.30741455e+16 1.82875281e+16 2.43506297e-01 3.18363677e+15 4.45312825e+15 7.14921421e-01 6.81032628e-01
3.27499986e-01 5.82539582e-01 2.18292490e+16 3.08593279e+16 1.27164016e+16 1.79767800e+16 2.47077793e-01 3.14194044e+15 4.44166312e+15 7.07379276e-01 6.81587943e-01
3.32500011e-01 5.82290527e-01 2.12091310e+16 3.03636043e+16 1.23498761e+16 1.76804391e+16 2.50708699e-01 3.09622137e+15 4.43263990e+15 6.98505053e-01 6.81936455e-01
3.37500006e-01 5.56765684e-01 2.05991608e+16 2.98782647e+16 1.14689059e+16 1.66351925e+16 2.54339486e-01 2.91699563e+15 4.23098632e+15 6.89436318e-01 6.82081087e-01
3.42500001e-01 5.20102464e-01 1.99624397e+16 2.94051504e+16 1.03825141e+16 1.52936911e+16 2.57922590e-01 2.67788491e+15 3.94458843e+15 6.78875620e-01 6.82024473e-01
3.47499996e-01 4.98720797e-01 1.93217597e+16 2.89461051e+16 9.63616342e+15 1.44360246e+16 2.61542916e-01 2.52027028e+15 3.77563997e+15 6.67508105e-01 6.81783149e-01
3.52499992e-01 4.81387234e-01 1.86778993e+16 2.85007822e+16 8.99130227e+15 1.37199127e+16 2.65070826e-01 2.38333192e+15 3.63674860e+15 6.55346899e-01 6.81366505e-01
3.57499987e-01 4.67908170e-01 1.80216996e+16 2.80574302e+16 8.43250047e+15 1.31283008e+16 2.68721700e-01 2.26599586e+15 3.52785931e+15 6.42314689e-01 6.80778452e-01
3.62500012e-01 4.55829756e-01 1.73765202e+16 2.76145447e+16 7.92073496e+15 1.25875312e+16 2.72249401e-01 2.15641534e+15 3.42694782e+15 6.29252459e-01 6.80035621e-01
3.67500007e-01 4.43970213e-01 1.67183800e+16 2.71727698e+16 7.42246275e+15 1.20639004e+16 2.75765002e-01 2.04685545e+15 3.32680152e+15 6.15262270e-01 6.79141607e-01
3.72500002e-01 4.34308374e-01 1.60813199e+16 2.67327415e+16 6.98425192e+15 1.16102535e+16 2.79350400e-01 1.95105357e+15 3.24332896e+15 6.01558951e-01 6.78111526e-01
3.77499998e-01 4.24424258e-01 1.54336696e+16 2.62950986e+16 6.55042378e+15 1.11602777e+16 2.82902420e-01 1.85313074e+15 3.15726957e+15 5.86940930e-01 6.76948190e-01
3.82499993e-01 4.16539049e-01 1.48103004e+16 2.58604799e+16 6.16906844e+15 1.07718997e+16 2.86407918e-01 1.76687005e+15 3.08515736e+15 5.72700139e-01 6.75664375e-01
3.87499988e-01 4.09218823e-01 1.41844900e+16 2.54295240e+16 5.80456029e+15 1.04062399e+16 2.89985687e-01 1.68323940e+15 3.01766061e+15 5.57796127e-01 6.74261483e-01
3.92500013e-01 4.01092874e-01 1.35835699e+16 2.50028672e+16 5.44827310e+15 1.00284719e+16 2.93511808e-01 1.59913249e+15 2.94347492e+15 5.43280488e-01 6.72758298e-01
3.97500008e-01 3.94867373e-01 1.29878497e+16 2.45811534e+16 5.12847810e+15 9.70629549e+15 2.96907097e-01 1.52268155e+15 2.88186802e+15 5.28366163e-01 6.71153911e-01
4.02500004e-01 3.88069627e-01 1.24144896e+16 2.41650188e+16 4.81768635e+15 9.37770982e+15 3.00488681e-01 1.44766021e+15 2.81789565e+15 5.13738049e-01 6.69462022e-01
4.07499999e-01 3.81652848e-01 1.18573199e+16 2.37551020e+16 4.52537992e+15 9.06620233e+15 3.03960085e-01 1.37553486e+15 2.75576363e+15 4.99148348e-01 6.67690490e-01
4.12499994e-01 3.75665452e-01 1.13185004e+16 2.33520419e+16 4.25196955e+15 8.77255537e+15 3.07442695e-01 1.30723698e+15 2.69705806e+15 4.84689965e-01 6.65846319e-01
4.17499989e-01 3.70510528e-01 1.08055296e+16 2.29564771e+16 4.00356248e+15 8.50561646e+15 3.10841799e-01 1.24447456e+15 2.64390112e+15 4.70696333e-01 6.63937331e-01
4.22500014e-01 3.64819965e-01 1.03068897e+16 2.25690442e+16 3.76015915e+15 8.23363791e+15 3.14280808e-01 1.18174586e+15 2.58767438e+15 4.56682598e-01 6.61971866e-01
4.27500010e-01 3.59836653e-01 9.83976243e+15 2.21903865e+16 3.54070718e+15 7.98491441e+15 3.17831010e-01 1.12534654e+15 2.53785341e+15 4.43424563e-01 6.59957944e-01
4.32500005e-01 3.54269044e-01 9.38014310e+15 2.18211404e+16 3.32309433e+15 7.73055454e+15 3.21211398e-01 1.06741577e+15 2.48314223e+15 4.29864935e-01 6.57901876e-01
4.37500000e-01 3.49627749e-01 8.95447245e+15 2.14619447e+16 3.13073204e+15 7.50369141e+15 3.24625403e-01 1.01631515e+15 2.43588885e+15 4.17225586e-01 6.55810497e-01
4.42499995e-01 3.45121359e-01 8.53621094e+15 2.11134381e+16 2.94602872e+15 7.28669846e+15 3.28031600e-01 9.66390514e+14 2.39026735e+15 4.04302269e-01 6.53684056e-01
4.47499990e-01 3.40245021e-01 8.14577715e+15 2.07762594e+16 2.77156012e+15 7.06901882e+15 3.31423104e-01 9.18559058e+14 2.34283616e+15 3.92071402e-01 6.51533894e-01
4.52499986e-01 3.36223588e-01 7.76470682e+15 2.04505725e+16 2.61067759e+15 6.87596486e+15 3.34843189e-01 8.74167607e+14 2.30237000e+15 3.79681636e-01 6.49355759e-01
4.57500011e-01 3.32816213e-01 7.40647987e+15 2.01337402e+16 2.46499658e+15 6.70083516e+15 3.38259310e-01 8.33808042e+14 2.26661987e+15 3.67864083e-01 6.47152788e-01
4.62500006e-01 3.29101028e-01 7.05928704e+15 1.98248434e+16 2.32321862e+15 6.52437632e+15 3.41479093e-01 7.93330587e+14 2.22793811e+15 3.56082866e-01 6.44930824e-01
4.67500001e-01 3.24567147e-01 6.73216614e+15 1.95233848e+16 2.18503996e+15 6.33664932e+15 3.44900578e-01 7.53621546e+14 2.18551402e+15 3.44825767e-01 6.42700215e-01
4.72499996e-01 3.21799878e-01 6.41591808e+15 1.92288693e+16 2.06464166e+15 6.18784779e+15 3.48307580e-01 7.19130338e+14 2.15527429e+15 3.33660705e-01 6.40451464e-01
4.77499992e-01 3.17971732e-01 6.11672422e+15 1.89408014e+16 1.94494540e+15 6.02263945e+15 3.51579607e-01 6.83803138e+14 2.11743721e+15 3.22939039e-01 6.38197732e-01
4.82499987e-01 3.14135709e-01 5.82906419e+15 1.86586860e+16 1.83111721e+15 5.86135956e+15 3.54875416e-01 6.49818483e+14 2.08005241e+15 3.12404860e-01 6.35941783e-01
4.87500012e-01 3.11348029e-01 5.55701402e+15 1.83820260e+16 1.73016536e+15 5.72320757e+15 3.58142674e-01 6.19646050e+14 2.04972486e+15 3.02306939e-01 6.33680645e-01
4.92500007e-01 3.07877820e-01 5.29470925e+15 1.81103294e+16 1.63012354e+15 5.57576874e+15 3.61445308e-01 5.89200505e+14 2.01533545e+15 2.92358528e-01 6.31421275e-01
4.97500002e-01 3.04548747e-01 5.04754688e+15 1.78430994e+16 1.53722408e+15 5.43409355e+15 3.64756197e-01 5.60712008e+14 1.98211930e+15 2.82885096e-01 6.29166853e-01
5.02499998e-01 3.02055369e-01 4.80857702e+15 1.75798405e+16 1.45245651e+15 5.31008521e+15 3.68044496e-01 5.34568623e+14 1.95434763e+15 2.73527910e-01 6.26913094e-01
5.07499993e-01 2.97987619e-01 4.58459597e+15 1.73200575e+16 1.36615283e+15 5.16116269e+15 3.71278197e-01 5.07222761e+14 1.91622718e+15 2.64698658e-01 6.24676336e-01
5.12499988e-01 2.95900176e-01 4.36623411e+15 1.70632551e+16 1.29196944e+15 5.04902019e+15 3.74429822e-01 4.83751888e+14 1.89050373e+15 2.55885181e-01 6.22443142e-01
5.17499983e-01 2.93690454e-01 4.16341197e+15 1.68089380e+16 1.22275435e+15 4.93662462e+15 3.77652913e-01 4.61776742e+14 1.86433067e+15 2.47690364e-01 6.20218549e-01
5.22499979e-01 2.89394837e-01 3.96408602e+15 1.65566109e+16 1.14718602e+15 4.79139769e+15 3.80915314e-01 4.36980725e+14 1.82511676e+15 2.39426175e-01 6.18018435e-01
5.27499974e-01 2.88427512e-01 3.78098688e+15 1.63057784e+16 1.09054064e+15 4.70303510e+15 3.84140700e-01 4.18921044e+14 1.80662720e+15 2.31880183e-01 6.15822595e-01
5.32500029e-01 2.85360736e-01 3.60073293e+15 1.60559424e+16 1.02750780e+15 4.58173555e+15 3.87309492e-01 3.97963523e+14 1.77454967e+15 2.24261699e-01 6.13647602e-01
5.37500024e-01 2.82134480e-01 3.43261491e+15 1.58066135e+16 9.68459024e+14 4.45959067e+15 3.90382409e-01 3.78069367e+14 1.74094575e+15 2.17163210e-01 6.11498676e-01
5.42500019e-01 2.81043915e-01 3.27015706e+15 1.55572933e+16 9.19057743e+14 4.37228262e+15 3.93558413e-01 3.61702907e+14 1.72074861e+15 2.10200900e-01 6.09360350e-01
5.47500014e-01 2.77783978e-01 3.11579699e+15 1.53074866e+16 8.65518484e+14 4.25217453e+15 3.96669805e-01 3.43325048e+14 1.68670924e+15 2.03547262e-01 6.07251753e-01
5.52500010e-01 2.75043785e-01 2.96892800e+15 1.50570839e+16 8.16585195e+14 4.14135736e+15 3.99794012e-01 3.26465872e+14 1.65568988e+15 1.97178153e-01 6.05170817e-01
5.57500005e-01 2.74955987e-01 2.82636595e+15 1.48080908e+16 7.77126239e+14 4.07157323e+15 4.02926326e-01 3.13124620e+14 1.64054404e+15 1.90866330e-01 6.03098066e-01
5.62500000e-01 2.70238648e-01 2.69377408e+15 1.45608731e+16 7.27961865e+14 3.93491066e+15 4.06058699e-01 2.95595248e+14 1.59780470e+15 1.85000862e-01 6.01070712e-01
5.67499995e-01 2.69789325e-01 2.56330394e+15 1.43154313e+16 6.91552040e+14 3.86215056e+15 4.09012318e-01 2.82853303e+14 1.57966715e+15 1.79058799e-01 5.99057257e-01
5.72499990e-01 2.67925145e-01 2.44189312e+15 1.40717661e+16 6.54244568e+14 3.77017998e+15 4.12048906e-01 2.69580759e+14 1.55349854e+15 1.73531389e-01 5.97069994e-01
5.77499986e-01 2.64207643e-01 2.32379802e+15 1.38298782e+16 6.13965198e+14 3.65395952e+15 4.15162891e-01 2.54895566e+14 1.51698840e+15 1.68027367e-01 5.95122279e-01
5.82499981e-01 2.63991302e-01 2.21104998e+15 1.35897680e+16 5.83697965e+14 3.58758056e+15 4.18176502e-01 2.44088773e+14 1.50024189e+15 1.62699612e-01 5.93189568e-01
5.87499976e-01 2.61849961e-01 2.10451802e+15 1.33514363e+16 5.51067960e+14 3.49607308e+15 4.21171188e-01 2.32093948e+14 1.47244525e+15 1.57624840e-01 5.91287229e-01
5.92499971e-01 2.58235140e-01 1.99998899e+15 1.31148837e+16 5.16467437e+14 3.38672382e+15 4.24153894e-01 2.19061675e+14 1.43649210e+15 1.52497654e-01 5.89425531e-01
5.97500026e-01 2.59263371e-01 1.90368896e+15 1.28801080e+16 4.93556816e+14 3.33934020e+15 4.26993400e-01 2.10745503e+14 1.42587623e+15 1.47800699e-01 5.87573450e-01
6.02500021e-01 2.54876082e-01 1.80957094e+15 1.26471153e+16 4.61216353e+14 3.22344721e+15 4.30114806e-01 1.98375982e+14 1.38645237e+15 1.43081714e-01 5.85768249e-01
6.07500017e-01 2.54474387e-01 1.72023706e+15 1.24159036e+16 4.37756270e+14 3.15952946e+15 4.32974607e-01 1.89537349e+14 1.36799603e+15 1.38551096e-01 5.83983309e-01
6.12500012e-01 2.52723771e-01 1.63561894e+15 1.21864735e+16 4.13359788e+14 3.07981154e+15 4.35743093e-01 1.80118673e+14 1.34200661e+15 1.34215936e-01 5.82229163e-01
6.17500007e-01 2.49650707e-01 1.55284698e+15 1.19588255e+16 3.87669345e+14 2.98552924e+15 4.38792318e-01 1.70106331e+14 1.31002730e+15 1.29849455e-01 5.80513403e-01
6.22500002e-01 2.49422449e-01 1.47651200e+15 1.17329603e+16 3.68275238e+14 2.92646369e+15 4.41585004e-01 1.62624823e+14 1.29228248e+15 1.25843092e-01 5.78818655e-01
6.27499998e-01 2.47509705e-01 1.40233395e+15 1.15088785e+16 3.47091263e+14 2.84855913e+15 4.44588602e-01 1.54312819e+14 1.26643692e+15 1.21848011e-01 5.77155475e-01
6.32499993e-01 2.44665377e-01 1.33149696e+15 1.12865807e+16 3.25771205e+14 2.76143553e+15 4.47285801e-01 1.45712835e+14 1.23515090e+15 1.17971686e-01 5.75531291e-01
6.37499988e-01 2.44921409e-01 1.26491597e+15 1.10660676e+16 3.09805002e+14 2.71031688e+15 4.50068176e-01 1.39433372e+14 1.21982737e+15 1.14305823e-01 5.73925733e-01
6.42499983e-01 2.41659346e-01 1.19981005e+15 1.08473398e+16 2.89945312e+14 2.62136103e+15 4.53025311e-01 1.31352565e+14 1.18754290e+15 1.10608691e-01 5.72360884e-01
6.47499979e-01 2.41771657e-01 1.13925005e+15 1.06303978e+16 2.75438372e+14 2.57012888e+15 4.55633819e-01 1.25499037e+14 1.17103764e+15 1.07169089e-01 5.70816684e-01
6.52499974e-01 2.39487286e-01 1.08105805e+15 1.04153796e+16 2.58899658e+14 2.49435099e+15 4.58364010e-01 1.18670285e+14 1.14332072e+15 1.03794397e-01 5.69307989e-01
6.57500029e-01 2.38037385e-01 1.02496397e+15 1.02030288e+16 2.43979743e+14 2.42870230e+15 4.61261183e-01 1.12538385e+14 1.12026610e+15 1.00456834e-01 5.67828611e-01
6.62500024e-01 2.37348950e-01 9.73270592e+14 9.99328787e+15 2.31004753e+14 2.37189639e+15 4.63795692e-01 1.07139009e+14 1.10007533e+15 9.73924303e-02 5.66375487e-01
6.67500019e-01 2.35113545e-01 9.23115392e+14 9.78594555e+15 2.17036932e+14 2.30080835e+15 4.66443598e-01 1.01235488e+14 1.07319733e+15 9.43307304e-02 5.64957293e-01
6.72500014e-01 2.34531480e-01 8.76284672e+14 9.58079323e+15 2.05516341e+14 2.24699762e+15 4.69385803e-01 9.64664528e+13 1.05470878e+15 9.14626431e-02 5.63563366e-01
6.77500010e-01 2.32695746e-01 8.32132672e+14 9.37762224e+15 1.93633733e+14 2.18213280e+15 4.71995801e-01 9.13943086e+13 1.02995752e+15 8.87359984e-02 5.62202232e-01
6.82500005e-01 2.31106361e-01 7.89196096e+14 9.17622394e+15 1.82388238e+14 2.12068372e+15 4.74223107e-01 8.64927168e+13 1.00567722e+15 8.60044503e-02 5.60873071e-01
