# 104614M29  idx 1  channel DD (2.45 MeV)  TH=THNTX_DD  BT=BTN[DD]  t = 12.329 s
# (TH/BT)_LOS = 0.374439  [cum (TH/BT)(rhot=1) must match this]
#   rhot          f             TH[n/m3/s]    BT[n/m3/s]    THKM14        BTKM14        DVOL[m3]      TH*f*DVOL[n/s] BT*f*DVOL[n/s] TH/BT_local   TH/BT_cum
6.67500019e-01 2.35109971e-01 8.88320400e+12 8.31483452e+13 2.08852983e+12 1.95490050e+13 4.66443598e-01 9.74181370e+11 9.11850824e+12 1.06835608e-01 3.93321545e-01
6.72500014e-01 2.34527342e-01 8.45155600e+12 8.13011077e+13 1.98212096e+12 1.90673327e+13 4.69385803e-01 9.30379439e+11 8.94993525e+12 1.03953762e-01 3.92584470e-01
6.77500010e-01 2.32693213e-01 8.04365500e+12 7.94702321e+13 1.87170393e+12 1.84921836e+13 4.71995801e-01 8.83436393e+11 8.72823302e+12 1.01215950e-01 3.91862477e-01
6.82500005e-01 2.31103842e-01 7.64751200e+12 7.76547119e+13 1.76736940e+12 1.79463023e+13 4.74223107e-01 8.38127410e+11 8.51055122e+12 9.84809783e-02 3.91155336e-01
6.87500000e-01 2.30815288e-01 7.28255200e+12 7.58535408e+13 1.68092434e+12 1.75081569e+13 4.77119893e-01 8.02002440e+11 8.35348993e+12 9.60080693e-02 3.90458716e-01
6.92499995e-01 2.28308875e-01 6.92896200e+12 7.40657123e+13 1.58194352e+12 1.69098594e+13 4.79810089e-01 7.59032459e+11 8.11352115e+12 9.35515474e-02 3.89779629e-01
6.97499990e-01 2.27967218e-01 6.59260000e+12 7.22902201e+13 1.50289668e+12 1.64798004e+13 4.82139915e-01 7.24606479e+11 7.94556956e+12 9.11962917e-02 3.89112340e-01
7.02499986e-01 2.27083270e-01 6.27876000e+12 7.05260577e+13 1.42580135e+12 1.60152878e+13 4.84985799e-01 6.91493406e+11 7.76718713e+12 8.90275199e-02 3.88458181e-01
7.07499981e-01 2.24925930e-01 5.97268000e+12 6.87722186e+13 1.34341060e+12 1.54686552e+13 4.87196416e-01 6.54504831e+11 7.53627338e+12 8.68472782e-02 3.87821588e-01
7.12499976e-01 2.25081383e-01 5.68697400e+12 6.70276966e+13 1.28003197e+12 1.50866867e+13 4.89548177e-01 6.26637319e+11 7.38565994e+12 8.48451355e-02 3.87196187e-01
7.17499971e-01 2.22689604e-01 5.41365500e+12 6.52914851e+13 1.20556469e+12 1.45397350e+13 4.92317587e-01 5.93520699e+11 7.15816724e+12 8.29151764e-02 3.86588655e-01
7.22500026e-01 2.22036748e-01 5.15109600e+12 6.35625572e+13 1.14373261e+12 1.41132235e+13 4.94748175e-01 5.65859619e+11 6.98249157e+12 8.10397855e-02 3.85994720e-01
7.27500021e-01 2.21329897e-01 4.90705300e+12 6.18399477e+13 1.08607753e+12 1.36870292e+13 4.96966302e-01 5.39743936e+11 6.80199231e+12 7.93508595e-02 3.85415163e-01
7.32500017e-01 2.19844359e-01 4.66921800e+12 6.01226295e+13 1.02650124e+12 1.32176209e+13 4.99601692e-01 5.12841755e+11 6.60354578e+12 7.76615733e-02 3.84851512e-01
7.37500012e-01 2.18665911e-01 4.44567600e+12 5.84095962e+13 9.72117792e+11 1.27721876e+13 5.01727164e-01 4.87737902e+11 6.40815344e+12 7.61120824e-02 3.84303760e-01
7.42500007e-01 2.17718164e-01 4.23189000e+12 5.66998415e+13 9.21359320e+11 1.23445854e+13 5.04099190e-01 4.64456487e+11 6.22289549e+12 7.46367166e-02 3.83771163e-01
7.47500002e-01 2.16973784e-01 4.02654400e+12 5.49923588e+13 8.73654490e+11 1.19319002e+13 5.06382167e-01 4.42403054e+11 6.04210148e+12 7.32200635e-02 3.83253428e-01
7.52499998e-01 2.14994899e-01 3.83582700e+12 5.32825830e+13 8.24683238e+11 1.14554836e+13 5.08967519e-01 4.19736982e+11 5.83046904e+12 7.19902599e-02 3.82753486e-01
7.57499993e-01 2.15237201e-01 3.64853600e+12 5.15505375e+13 7.85300675e+11 1.10955934e+13 5.11035383e-01 4.01316431e+11 5.67024081e+12 7.07759061e-02 3.82266928e-01
7.62499988e-01 2.12699458e-01 3.47479400e+12 4.97977441e+13 7.39086801e+11 1.05919532e+13 5.13310909e-01 3.79381318e+11 5.43696512e+12 6.97781408e-02 3.81800319e-01
7.67499983e-01 2.13367624e-01 3.30566700e+12 4.80295483e+13 7.05322312e+11 1.02479506e+13 5.15338600e-01 3.63479813e+11 5.28116451e+12 6.88256941e-02 3.81347035e-01
7.72499979e-01 2.11028617e-01 3.14619100e+12 4.62512956e+13 6.63936337e+11 9.76034696e+12 5.17666578e-01 3.43697652e+11 5.05260542e+12 6.80238458e-02 3.80913485e-01
7.77499974e-01 2.10415218e-01 2.99422600e+12 4.44683312e+13 6.30030717e+11 9.35681362e+12 5.20096481e-01 3.27676759e+11 4.86644584e+12 6.73338962e-02 3.80496124e-01
7.82500029e-01 2.10350608e-01 2.84706000e+12 4.26859795e+13 5.98880802e+11 8.97902174e+12 5.21743834e-01 3.12462366e+11 4.68474923e+12 6.66977784e-02 3.80094580e-01
7.87500024e-01 2.07820203e-01 2.70873300e+12 4.09096283e+13 5.62929442e+11 8.50184726e+12 5.24064600e-01 2.95011393e+11 4.45551719e+12 6.62126036e-02 3.79713047e-01
7.92500019e-01 2.08860550e-01 2.57276100e+12 3.91446018e+13 5.37348278e+11 8.17576306e+12 5.26176810e-01 2.82740203e+11 4.30189693e+12 6.57245414e-02 3.79344975e-01
7.97500014e-01 2.07143718e-01 2.44580100e+12 3.73962454e+13 5.06632314e+11 7.74639732e+12 5.28135180e-01 2.67570348e+11 4.09114495e+12 6.54023145e-02 3.78995376e-01
8.02500010e-01 2.06061344e-01 2.32072200e+12 3.56699045e+13 4.78211095e+11 7.35018846e+12 5.30210197e-01 2.53552399e+11 3.89714487e+12 6.50610658e-02 3.78662717e-01
8.07500005e-01 2.05989438e-01 2.20405600e+12 3.39709244e+13 4.54012257e+11 6.99765163e+12 5.32026827e-01 2.41546700e+11 3.72293840e+12 6.48806600e-02 3.78345403e-01
8.12500000e-01 2.04547505e-01 2.08363000e+12 3.23046507e+13 4.26201318e+11 6.60783572e+12 5.34217477e-01 2.27684193e+11 3.53002132e+12 6.44993817e-02 3.78044759e-01
8.17499995e-01 2.04113408e-01 1.96058400e+12 3.06764288e+13 4.00181482e+11 6.26147042e+12 5.35954595e-01 2.14479104e+11 3.35586384e+12 6.39117420e-02 3.77758947e-01
8.22499990e-01 2.02722564e-01 1.84079900e+12 2.90916039e+13 3.73171493e+11 5.89752454e+12 5.38073361e-01 2.00793640e+11 3.17330085e+12 6.32759543e-02 3.77488614e-01
8.27499986e-01 2.02998672e-01 1.72777800e+12 2.75555216e+13 3.50736639e+11 5.59373428e+12 5.39642096e-01 1.89272255e+11 3.01861449e+12 6.27016983e-02 3.77231421e-01
8.32499981e-01 2.00929263e-01 1.61908900e+12 2.60735272e+13 3.25322359e+11 5.23893459e+12 5.41815162e-01 1.76264586e+11 2.83853419e+12 6.20970454e-02 3.76989491e-01
8.37499976e-01 2.01349345e-01 1.51519800e+12 2.46509661e+13 3.05084124e+11 4.96345588e+12 5.43536186e-01 1.65824261e+11 2.69781788e+12 6.14660696e-02 3.76759437e-01
8.42499971e-01 2.00455650e-01 1.41719900e+12 2.32931838e+13 2.84085547e+11 4.66925030e+12 5.44980645e-01 1.54821124e+11 2.54465104e+12 6.08417901e-02 3.76542323e-01
8.47500026e-01 1.99849612e-01 1.32204600e+12 2.20055107e+13 2.64210380e+11 4.39779278e+12 5.47124624e-01 1.44556005e+11 2.40614072e+12 6.00779513e-02 3.76336805e-01
8.52500021e-01 1.98694677e-01 1.23343800e+12 2.07818647e+13 2.45077565e+11 4.12924589e+12 5.48596501e-01 1.34448694e+11 2.26528985e+12 5.93516519e-02 3.76143118e-01
8.57500017e-01 1.99573849e-01 1.14807900e+12 1.95589925e+13 2.29126545e+11 3.90346342e+12 5.50498128e-01 1.26133734e+11 2.14884930e+12 5.86982689e-02 3.75959227e-01
8.62500012e-01 1.97447207e-01 1.06562400e+12 1.83312051e+13 2.10404482e+11 3.61944524e+12 5.52091837e-01 1.16162597e+11 1.99826617e+12 5.81316937e-02 3.75788108e-01
8.67500007e-01 1.98254860e-01 9.89287375e+11 1.71042900e+13 1.96131030e+11 3.39100861e+12 5.53543210e-01 1.08567000e+11 1.87706979e+12 5.78385526e-02 3.75627387e-01
8.72500002e-01 1.97704422e-01 9.15419812e+11 1.58840344e+13 1.80982545e+11 3.14034384e+12 5.55447519e-01 1.00526306e+11 1.74429619e+12 5.76314423e-02 3.75478083e-01
8.77499998e-01 1.96670886e-01 8.44200500e+11 1.46762258e+13 1.66029661e+11 2.88638633e+12 5.56665838e-01 9.24230401e+10 1.60675266e+12 5.75216349e-02 3.75340629e-01
8.82499993e-01 1.97254883e-01 7.76913125e+11 1.34866514e+13 1.53249908e+11 2.66030786e+12 5.58548391e-01 8.55974895e+10 1.48591067e+12 5.76060802e-02 3.75213652e-01
8.87499988e-01 1.96281048e-01 7.12246688e+11 1.23210988e+13 1.39800526e+11 2.41839817e+12 5.59772193e-01 7.82564470e+10 1.35375205e+12 5.78070755e-02 3.75098130e-01
8.92499983e-01 1.96033037e-01 6.49210375e+11 1.11853551e+13 1.27266682e+11 2.19269914e+12 5.61320126e-01 7.14373498e+10 1.23080616e+12 5.80411053e-02 3.74993250e-01
8.97499979e-01 1.96293030e-01 5.87484500e+11 1.00852079e+13 1.15319113e+11 1.97965602e+12 5.62540829e-01 6.48717093e+10 1.11363734e+12 5.82520962e-02 3.74898477e-01
9.02499974e-01 1.94359516e-01 5.28272812e+11 9.02644438e+12 1.02674848e+11 1.75437536e+12 5.64329147e-01 5.79424094e+10 9.90045149e+11 5.85250172e-02 3.74814342e-01
9.07500029e-01 1.95937081e-01 4.71645906e+11 8.01484022e+12 9.24129221e+10 1.57040440e+12 5.65533876e-01 5.22626381e+10 8.88116886e+11 5.88465763e-02 3.74738984e-01
9.12500024e-01 1.94010864e-01 4.17789812e+11 7.05620696e+12 8.10557626e+10 1.36898081e+12 5.66575289e-01 4.59241921e+10 7.75630697e+11 5.92088377e-02 3.74673275e-01
9.17500019e-01 1.94758612e-01 3.66669688e+11 6.15631959e+12 7.14120793e+10 1.19899626e+12 5.67900181e-01 4.05549327e+10 6.80910191e+11 5.95598851e-02 3.74615678e-01
9.22500014e-01 1.93813788e-01 3.18403812e+11 5.32096549e+12 6.17110490e+10 1.03127648e+12 5.68885803e-01 3.51065397e+10 5.86678547e+11 5.98394809e-02 3.74566112e-01
9.27500010e-01 1.92342352e-01 2.71048594e+11 4.55593201e+12 5.21341240e+10 8.76298677e+11 5.70537686e-01 2.97444825e+10 4.99961420e+11 5.94935555e-02 3.74523839e-01
9.32500005e-01 1.90106459e-01 2.25754000e+11 3.86700651e+12 4.29172935e+10 7.35142914e+11 5.71246386e-01 2.45163488e+10 4.19947733e+11 5.83795241e-02 3.74488214e-01
9.37500000e-01 1.87621059e-01 1.83150203e+11 3.25997636e+12 3.43628351e+10 6.11640217e+11 5.72108686e-01 1.96592764e+10 3.49924681e+11 5.61814513e-02 3.74458329e-01
9.42499995e-01 1.84307113e-01 1.43859797e+11 2.74062892e+12 2.65143838e+10 5.05117404e+11 5.73037505e-01 1.51937364e+10 2.89451217e+11 5.24915270e-02 3.74433326e-01
9.47499990e-01 1.81709330e-01 1.08923703e+11 2.31475154e+12 1.97924531e+10 4.20611951e+11 5.74756622e-01 1.13758435e+10 2.41749504e+11 4.70563260e-02 3.74412095e-01
9.52499986e-01 1.79797866e-01 7.87662422e+10 1.97567136e+12 1.41620023e+10 3.55221496e+11 5.74383676e-01 8.13442294e+09 2.04033429e+11 3.98680892e-02 3.74393784e-01
9.57499981e-01 1.78092643e-01 5.37777188e+10 1.65451301e+12 9.57741607e+09 2.94656595e+11 5.75308502e-01 5.50996889e+09 1.69518444e+11 3.25036541e-02 3.74378238e-01
9.62499976e-01 1.77395821e-01 3.43132812e+10 1.34485736e+12 6.08703270e+09 2.38572075e+11 5.77330351e-01 3.51422872e+09 1.37734900e+11 2.55144392e-02 3.74365349e-01
9.67499971e-01 1.75573084e-01 2.10640605e+10 1.05275677e+12 3.69828208e+09 1.84835753e+11 5.79314649e-01 2.14246899e+09 1.07078060e+11 2.00084779e-02 3.74355172e-01
9.72500026e-01 1.75093176e-01 1.38916797e+10 7.84260593e+11 2.43233832e+09 1.37318678e+11 5.82357883e-01 1.41649140e+09 7.99686149e+10 1.77130916e-02 3.74347522e-01
9.77500021e-01 1.70845720e-01 1.00265303e+10 5.45427662e+11 1.71298978e+09 9.31839815e+10 5.87240994e-01 1.00593782e+09 5.47214539e+10 1.83828782e-02 3.74342298e-01
9.82500017e-01 1.76120242e-01 7.22315088e+09 3.42307002e+11 1.27214308e+09 6.02871921e+10 5.56258142e-01 7.07639946e+08 3.35352414e+10 2.11013822e-02 3.74339120e-01
9.87500012e-01 1.91082286e-01 5.14983008e+09 1.80950988e+11 9.84041302e+08 3.45765284e+10 5.09120703e-01 5.00995799e+08 1.76036264e+10 2.84598063e-02 3.74337487e-01
9.92500007e-01 2.20046293e-01 3.63932300e+09 6.74119969e+10 8.00819536e+08 1.48337600e+10 4.80053306e-01 3.84436065e+08 7.12099554e+09 5.39862809e-02 3.74336876e-01
9.97500002e-01 2.78800430e-01 2.54433789e+09 7.74240422e+09 7.09362498e+08 2.15858563e+09 4.63385105e-01 3.28708016e+08 1.00025643e+09 3.28623748e-01 3.74336863e-01
