# 104614M30  idx 1  channel total (DD+DT+TT+TD)  TH=THNTX  BT=BTN[DD+DT]  t = 12.329 s
# (TH/BT)_LOS = 0.505615  [cum (TH/BT)(rhot=1) must match this]
#   rhot          f             TH[n/m3/s]    BT[n/m3/s]    THKM14        BTKM14        DVOL[m3]      TH*f*DVOL[n/s] BT*f*DVOL[n/s] TH/BT_local   TH/BT_cum
2.07499996e-01 6.14693736e-01 2.97648394e+16 4.67424275e+16 1.82962604e+16 2.87322774e+16 1.58403099e-01 2.89818433e+15 4.55128177e+15 6.36784202e-01 5.97719751e-01
2.12500006e-01 6.10109826e-01 2.97654292e+16 4.61481616e+16 1.81601809e+16 2.81554469e+16 1.62122905e-01 2.94418128e+15 4.56464284e+15 6.44997075e-01 5.99488142e-01
2.17500001e-01 6.07849364e-01 2.97667707e+16 4.55455936e+16 1.80937126e+16 2.76848601e+16 1.65897697e-01 3.00170526e+15 4.59285454e+15 6.53559837e-01 6.01449363e-01
2.22499996e-01 6.07333484e-01 2.97687695e+16 4.49410662e+16 1.80795705e+16 2.72942143e+16 1.69655204e-01 3.06729322e+15 4.63060549e+15 6.62395712e-01 6.03599475e-01
2.27500007e-01 6.04777626e-01 2.97712701e+16 4.43409223e+16 1.80049981e+16 2.68163977e+16 1.73390999e-01 3.12190461e+15 4.64972200e+15 6.71417476e-01 6.05919696e-01
2.32500002e-01 6.01739601e-01 2.97566597e+16 4.37515102e+16 1.79057605e+16 2.63270163e+16 1.77138209e-01 3.17179436e+15 4.66352053e+15 6.80128744e-01 6.08381625e-01
2.37499997e-01 6.03440436e-01 2.97050296e+16 4.31791727e+16 1.79252160e+16 2.60560588e+16 1.80867404e-01 3.24208728e+15 4.71269171e+15 6.87948095e-01 6.10962594e-01
2.42500007e-01 5.99538142e-01 2.96187310e+16 4.26302528e+16 1.77575590e+16 2.55584626e+16 1.84582591e-01 3.27773625e+15 4.71764724e+15 6.94781970e-01 6.13598776e-01
2.47500002e-01 5.96463935e-01 2.94940201e+16 4.21110983e+16 1.75921193e+16 2.51177514e+16 1.88315496e-01 3.31286867e+15 4.73006182e+15 7.00385914e-01 6.16251819e-01
2.52499998e-01 5.98354558e-01 2.93293302e+16 4.16218246e+16 1.75493384e+16 2.49046085e+16 1.92038506e-01 3.37014873e+15 4.78264381e+15 7.04662289e-01 6.18902597e-01
2.57499993e-01 5.95239580e-01 2.91278008e+16 4.11293784e+16 1.73380199e+16 2.44818339e+16 1.95746407e-01 3.39385511e+15 4.79223103e+15 7.08199393e-01 6.21507070e-01
2.62499988e-01 5.92261493e-01 2.88867492e+16 4.06286865e+16 1.71085092e+16 2.40628065e+16 1.99495092e-01 3.41306362e+15 4.80041181e+15 7.10993922e-01 6.24047326e-01
2.67500013e-01 5.94352946e-01 2.86049608e+16 4.01206747e+16 1.70014427e+16 2.38458412e+16 2.03140706e-01 3.45368507e+15 4.84406100e+15 7.12973075e-01 6.26523672e-01
2.72500008e-01 5.92490425e-01 2.82851799e+16 3.96062776e+16 1.67586983e+16 2.34663403e+16 2.06866592e-01 3.46681480e+15 4.85440184e+15 7.14159007e-01 6.28902896e-01
2.77500004e-01 5.87985410e-01 2.79251804e+16 3.90864212e+16 1.64195987e+16 2.29822454e+16 2.10559905e-01 3.45730913e+15 4.83913939e+15 7.14447104e-01 6.31157041e-01
2.82499999e-01 5.91384247e-01 2.75425198e+16 3.85620341e+16 1.62882123e+16 2.28049795e+16 2.14253202e-01 3.48980165e+15 4.88603988e+15 7.14239289e-01 6.33310241e-01
2.87499994e-01 5.88051062e-01 2.71270298e+16 3.80340451e+16 1.59520787e+16 2.23659606e+16 2.17893094e-01 3.47584777e+15 4.87338836e+15 7.13230204e-01 6.35324067e-01
2.92499989e-01 5.86145590e-01 2.66747699e+16 3.75033831e+16 1.56352987e+16 2.19824426e+16 2.21575901e-01 3.46440540e+15 4.87077952e+15 7.11263031e-01 6.37189573e-01
2.97500014e-01 5.87553890e-01 2.61854208e+16 3.69709736e+16 1.53853458e+16 2.17224393e+16 2.25277290e-01 3.46596901e+15 4.89357226e+15 7.08269712e-01 6.38901634e-01
3.02500010e-01 5.86660916e-01 2.56653107e+16 3.64377517e+16 1.50568347e+16 2.13766047e+16 2.28930295e-01 3.44696560e+15 4.89375242e+15 7.04360438e-01 6.40441270e-01
3.07500005e-01 5.81530368e-01 2.51397100e+16 3.59046430e+16 1.46195048e+16 2.08796402e+16 2.32581005e-01 3.40021911e+15 4.85620770e+15 7.00179918e-01 6.41803783e-01
3.12500000e-01 5.86570057e-01 2.45797396e+16 3.53725763e+16 1.44177393e+16 2.07484941e+16 2.36181408e-01 3.40520197e+15 4.90040855e+15 6.94881239e-01 6.42997904e-01
3.17499995e-01 5.83025342e-01 2.39864402e+16 3.48424804e+16 1.39847025e+16 2.03140490e+16 2.39869088e-01 3.35449783e+15 4.87271241e+15 6.88425162e-01 6.43991900e-01
3.22499990e-01 5.81588168e-01 2.33894810e+16 3.43152840e+16 1.36030454e+16 1.99573631e+16 2.43506297e-01 3.31242721e+15 4.85974360e+15 6.81605345e-01 6.44795201e-01
3.27499986e-01 5.82778977e-01 2.27699794e+16 3.37919159e+16 1.32698653e+16 1.96932182e+16 2.47077793e-01 3.27868903e+15 4.86575688e+15 6.73829192e-01 6.45403042e-01
3.32500011e-01 5.82095951e-01 2.21208392e+16 3.32733018e+16 1.28764509e+16 1.93682543e+16 2.50708699e-01 3.22823826e+15 4.85578984e+15 6.64822484e-01 6.45800462e-01
3.37500006e-01 5.55275938e-01 2.14812795e+16 3.27603767e+16 1.19280376e+16 1.81910489e+16 2.54339486e-01 3.03377096e+15 4.62670204e+15 6.55709172e-01 6.45989982e-01
3.42500001e-01 5.21066462e-01 2.08164700e+16 3.22540663e+16 1.08467644e+16 1.68065122e+16 2.57922590e-01 2.79762556e+15 4.33477915e+15 6.45390564e-01 6.45979430e-01
3.47499996e-01 4.98907079e-01 2.01449103e+16 3.17552992e+16 1.00504384e+16 1.58429436e+16 2.61542916e-01 2.62862096e+15 4.14360966e+15 6.34379485e-01 6.45787457e-01
3.52499992e-01 4.79970879e-01 1.94734797e+16 3.12632782e+16 9.34670316e+15 1.50054631e+16 2.65070826e-01 2.47753833e+15 3.97751050e+15 6.22886684e-01 6.45429343e-01
3.57499987e-01 4.68928790e-01 1.87855708e+16 3.07686417e+16 8.80909499e+15 1.44283019e+16 2.68721700e-01 2.36719498e+15 3.87719782e+15 6.10542740e-01 6.44905541e-01
3.62500012e-01 4.55992017e-01 1.81122703e+16 3.02707588e+16 8.25905068e+15 1.38032244e+16 2.72249401e-01 2.24852160e+15 3.75791957e+15 5.98342130e-01 6.44237647e-01
3.67500007e-01 4.43458288e-01 1.74227210e+16 2.97707410e+16 7.72625004e+15 1.32020819e+16 2.75765002e-01 2.13062936e+15 3.64067213e+15 5.85229673e-01 6.43428898e-01
3.72500002e-01 4.35548080e-01 1.67580498e+16 2.92696908e+16 7.29893641e+15 1.27483576e+16 2.79350400e-01 2.03896081e+15 3.56125880e+15 5.72539352e-01 6.42491068e-01
3.77499998e-01 4.25240851e-01 1.60793395e+16 2.87687137e+16 6.83759203e+15 1.22336323e+16 2.82902420e-01 1.93437133e+15 3.46092418e+15 5.58917569e-01 6.41430227e-01
3.82499993e-01 4.15617761e-01 1.54288497e+16 2.82689152e+16 6.41250395e+15 1.17490633e+16 2.86407918e-01 1.83659190e+15 3.36502474e+15 5.45788529e-01 6.40264227e-01
3.87499988e-01 4.10023901e-01 1.47739597e+16 2.77714009e+16 6.05767658e+15 1.13869381e+16 2.89985687e-01 1.75663950e+15 3.30204907e+15 5.31984675e-01 6.38984174e-01
3.92500013e-01 4.01739136e-01 1.41465498e+16 2.72772733e+16 5.68322268e+15 1.09583482e+16 2.93511808e-01 1.66809296e+15 3.21640459e+15 5.18620377e-01 6.37613947e-01
3.97500008e-01 3.93193398e-01 1.35228303e+16 2.67876438e+16 5.31708762e+15 1.05327247e+16 2.96907097e-01 1.57868105e+15 3.12724072e+15 5.04815968e-01 6.36160170e-01
4.02500004e-01 3.89041682e-01 1.29245399e+16 2.63036150e+16 5.02818474e+15 1.02332026e+16 3.00488681e-01 1.51091260e+15 3.07496156e+15 4.91359834e-01 6.34618098e-01
4.07499999e-01 3.81506146e-01 1.23418296e+16 2.58262924e+16 4.70848386e+15 9.85288929e+15 3.03960085e-01 1.43119115e+15 2.99488507e+15 4.77878490e-01 6.33009036e-01
4.12499994e-01 3.74569580e-01 1.17799803e+16 2.53567816e+16 4.41242227e+15 9.49787903e+15 3.07442695e-01 1.35656699e+15 2.92005352e+15 4.64569222e-01 6.31339776e-01
4.17499989e-01 3.71038799e-01 1.12436797e+16 2.48961879e+16 4.17184142e+15 9.23745166e+15 3.10841799e-01 1.29678269e+15 2.87138609e+15 4.51622544e-01 6.29605341e-01
4.22500014e-01 3.64314277e-01 1.07243704e+16 2.44456144e+16 3.90704126e+15 8.90588633e+15 3.14280808e-01 1.22790808e+15 2.79894915e+15 4.38703248e-01 6.27826177e-01
4.27500010e-01 3.59019455e-01 1.02367201e+16 2.40061718e+16 3.67518168e+15 8.61868271e+15 3.17831010e-01 1.16808670e+15 2.73928463e+15 4.26420348e-01 6.26005737e-01
4.32500005e-01 3.54838834e-01 9.75813120e+15 2.35789630e+16 3.46256390e+15 8.36673174e+15 3.21211398e-01 1.11221499e+15 2.68748960e+15 4.13849040e-01 6.24140920e-01
4.37500000e-01 3.50058328e-01 9.31411558e+15 2.31650935e+16 3.26048373e+15 8.10913391e+15 3.24625403e-01 1.05843584e+15 2.63243086e+15 4.02075458e-01 6.22245316e-01
4.42499995e-01 3.44377545e-01 8.87793562e+15 2.27656688e+16 3.05736167e+15 7.83998513e+15 3.28031600e-01 1.00291124e+15 2.57176286e+15 3.89970341e-01 6.20324277e-01
4.47499990e-01 3.41508508e-01 8.47182592e+15 2.23817944e+16 2.89320063e+15 7.64357320e+15 3.31423104e-01 9.58873532e+14 2.53325676e+15 3.78514152e-01 6.18370240e-01
4.52499986e-01 3.36712914e-01 8.07468288e+15 2.20136073e+16 2.71885000e+15 7.41226586e+15 3.34843189e-01 9.10388404e+14 2.48194673e+15 3.66804167e-01 6.16394187e-01
4.57500011e-01 3.31857795e-01 7.70257408e+15 2.16557981e+16 2.55615925e+15 7.18664541e+15 3.38259310e-01 8.64644664e+14 2.43094971e+15 3.55681839e-01 6.14403682e-01
4.62500006e-01 3.29765985e-01 7.34121318e+15 2.13069712e+16 2.42088240e+15 7.02631433e+15 3.41479093e-01 8.26680725e+14 2.39933944e+15 3.44545132e-01 6.12385347e-01
4.67500001e-01 3.24438274e-01 7.00167117e+15 2.09666262e+16 2.27161011e+15 6.80237600e+15 3.44900578e-01 7.83479639e+14 2.34614342e+15 3.33943626e-01 6.10363773e-01
4.72499996e-01 3.21049193e-01 6.67293184e+15 2.06342650e+16 2.14233938e+15 6.62461412e+15 3.48307580e-01 7.46193046e+14 2.30740331e+15 3.23390819e-01 6.08329191e-01
4.77499992e-01 3.18073110e-01 6.36288614e+15 2.03093893e+16 2.02386298e+15 6.45987062e+15 3.51579607e-01 7.11548951e+14 2.27115877e+15 3.13297758e-01 6.06284601e-01
4.82499987e-01 3.14310655e-01 6.06413107e+15 1.99915011e+16 1.90602101e+15 6.28354181e+15 3.54875416e-01 6.76399997e+14 2.22987451e+15 3.03335454e-01 6.04237234e-01
4.87500012e-01 3.10328311e-01 5.78231603e+15 1.96801003e+16 1.79441637e+15 6.10729229e+15 3.58142674e-01 6.42657076e+14 2.18728199e+15 2.93815373e-01 6.02192988e-01
4.92500007e-01 3.08883621e-01 5.50995610e+15 1.93746925e+16 1.70193519e+15 5.98452517e+15 3.61445308e-01 6.15156488e+14 2.16307854e+15 2.84389344e-01 6.00136681e-01
4.97500002e-01 3.03939488e-01 5.25399808e+15 1.90747776e+16 1.59689749e+15 5.79757813e+15 3.64756197e-01 5.82478254e+14 2.11470255e+15 2.75442168e-01 5.98095683e-01
5.02499998e-01 3.01636129e-01 5.00604877e+15 1.87798574e+16 1.51000517e+15 5.66468347e+15 3.68044496e-01 5.55749091e+14 2.08485557e+15 2.66564792e-01 5.96053779e-01
5.07499993e-01 2.99285127e-01 4.77402214e+15 1.84894337e+16 1.42879382e+15 5.53361251e+15 3.71278197e-01 5.30479994e+14 2.05450967e+15 2.58202724e-01 5.94015607e-01
5.12499988e-01 2.95358422e-01 4.54702797e+15 1.82030084e+16 1.34300301e+15 5.37641185e+15 3.74429822e-01 5.02860376e+14 2.01308893e+15 2.49795411e-01 5.91992835e-01
5.17499983e-01 2.92994406e-01 4.33650790e+15 1.79200834e+16 1.27057256e+15 5.25048419e+15 3.77652913e-01 4.79835428e+14 1.98286065e+15 2.41991502e-01 5.89978633e-01
5.22499979e-01 2.91173950e-01 4.12947994e+15 1.76401604e+16 1.20239698e+15 5.13635518e+15 3.80915314e-01 4.58011424e+14 1.95651635e+15 2.34095373e-01 5.87969202e-01
5.27499974e-01 2.87175195e-01 3.93857690e+15 1.73627413e+16 1.13106159e+15 4.98614861e+15 3.84140700e-01 4.34486790e+14 1.91538262e+15 2.26840730e-01 5.85983997e-01
5.32500029e-01 2.85228073e-01 3.75104000e+15 1.70873246e+16 1.06990191e+15 4.87378465e+15 3.87309492e-01 4.14383165e+14 1.88766306e+15 2.19521786e-01 5.84009323e-01
5.37500024e-01 2.83722540e-01 3.57553510e+15 1.68134187e+16 1.01445990e+15 4.77034585e+15 3.90382409e-01 3.96027300e+14 1.86225910e+15 2.12659613e-01 5.82045682e-01
5.42500019e-01 2.79345338e-01 3.40627098e+15 1.65405221e+16 9.51525918e+14 4.62051775e+15 3.93558413e-01 3.74481030e+14 1.81844363e+15 2.05934912e-01 5.80113634e-01
5.47500014e-01 2.78417869e-01 3.24499891e+15 1.62681368e+16 9.03465683e+14 4.52933997e+15 3.96669805e-01 3.58377556e+14 1.79665240e+15 1.99469611e-01 5.78191486e-01
5.52500010e-01 2.76263474e-01 3.09178112e+15 1.59961544e+16 8.54146194e+14 4.41915318e+15 3.99794012e-01 3.41482534e+14 1.76675098e+15 1.93282776e-01 5.76289596e-01
5.57500005e-01 2.72937503e-01 2.94278912e+15 1.57265869e+16 8.03197514e+14 4.29237535e+15 4.02926326e-01 3.23629423e+14 1.72951103e+15 1.87121920e-01 5.74416254e-01
5.62500000e-01 2.71324035e-01 2.80453811e+15 1.54597613e+16 7.60938596e+14 4.19460483e+15 4.06058699e-01 3.08985736e+14 1.70325578e+15 1.81408888e-01 5.72561940e-01
5.67499995e-01 2.69922758e-01 2.66849306e+15 1.51956340e+16 7.20287006e+14 4.10164743e+15 4.09012318e-01 2.94606258e+14 1.67762432e+15 1.75609196e-01 5.70725728e-01
5.72499990e-01 2.66731927e-01 2.54165811e+15 1.49341608e+16 6.77941366e+14 3.98341749e+15 4.12048906e-01 2.79344998e+14 1.64136282e+15 1.70190890e-01 5.68921161e-01
5.77499986e-01 2.65260882e-01 2.41854106e+15 1.46752980e+16 6.41544335e+14 3.89278249e+15 4.15162891e-01 2.66345401e+14 1.61613884e+15 1.64803540e-01 5.67136349e-01
5.82499981e-01 2.63399637e-01 2.30090496e+15 1.44190016e+16 6.06057531e+14 3.79795979e+15 4.18176502e-01 2.53439018e+14 1.58821754e+15 1.59574499e-01 5.65375069e-01
5.87499976e-01 2.61093336e-01 2.18991104e+15 1.41652278e+16 5.71771179e+14 3.69844658e+15 4.21171188e-01 2.40813547e+14 1.55767914e+15 1.54597658e-01 5.63641374e-01
5.92499971e-01 2.59364320e-01 2.08099405e+15 1.39139327e+16 5.39735606e+14 3.60877768e+15 4.24153894e-01 2.28930959e+14 1.53067711e+15 1.49561889e-01 5.61931130e-01
5.97500026e-01 2.57562914e-01 1.98056896e+15 1.36650693e+16 5.10121112e+14 3.51961507e+15 4.26993400e-01 2.17818348e+14 1.50285241e+15 1.44936620e-01 5.60246984e-01
6.02500021e-01 2.55894090e-01 1.88252403e+15 1.34185999e+16 4.81726774e+14 3.43374040e+15 4.30114806e-01 2.07197818e+14 1.47690259e+15 1.40292136e-01 5.58586758e-01
6.07500017e-01 2.53850651e-01 1.78941798e+15 1.31744774e+16 4.54244921e+14 3.34434967e+15 4.32974607e-01 1.96676516e+14 1.44801848e+15 1.35824590e-01 5.56954447e-01
6.12500012e-01 2.52060587e-01 1.70129395e+15 1.29326580e+16 4.28829152e+14 3.25981337e+15 4.35743093e-01 1.86859341e+14 1.42044116e+15 1.31550216e-01 5.55349296e-01
6.17500007e-01 2.51173541e-01 1.61509005e+15 1.26930979e+16 4.05667886e+14 3.18817033e+15 4.38792318e-01 1.78003952e+14 1.39894465e+15 1.27241598e-01 5.53764280e-01
6.22500002e-01 2.48804143e-01 1.53558195e+15 1.24557530e+16 3.82059151e+14 3.09904295e+15 4.41585004e-01 1.68711592e+14 1.36849089e+15 1.23282948e-01 5.52210798e-01
6.27499998e-01 2.47100990e-01 1.45835904e+15 1.22205796e+16 3.60361963e+14 3.01971732e+15 4.44588602e-01 1.60212821e+14 1.34253190e+15 1.19336324e-01 5.50683719e-01
6.32499993e-01 2.46323943e-01 1.38460403e+15 1.19875337e+16 3.41061124e+14 2.95281656e+15 4.47285801e-01 1.52551798e+14 1.32075292e+15 1.15503661e-01 5.49178633e-01
6.37499988e-01 2.43742670e-01 1.31528896e+15 1.17565714e+16 3.20592043e+14 2.86557812e+15 4.50068176e-01 1.44288276e+14 1.28970552e+15 1.11876916e-01 5.47706734e-01
6.42499983e-01 2.42644683e-01 1.24752205e+15 1.15276490e+16 3.02704592e+14 2.79712272e+15 4.53025311e-01 1.37132842e+14 1.26716739e+15 1.08219989e-01 5.46258122e-01
6.47499979e-01 2.41340264e-01 1.18445798e+15 1.13007223e+16 2.85857402e+14 2.72731930e+15 4.55633819e-01 1.30246300e+14 1.24265891e+15 1.04812591e-01 5.44835794e-01
6.52499974e-01 2.39688763e-01 1.12386701e+15 1.10759648e+16 2.69378293e+14 2.65478430e+15 4.58364010e-01 1.23473314e+14 1.21685758e+15 1.01468994e-01 5.43441335e-01
6.57500029e-01 2.38136345e-01 1.06544998e+15 1.08545454e+16 2.53722365e+14 2.58486176e+15 4.61261183e-01 1.17032278e+14 1.19229639e+15 9.81570345e-02 5.42073328e-01
6.62500024e-01 2.37199549e-01 1.01162099e+15 1.06364186e+16 2.39956043e+14 2.52295368e+15 4.63795692e-01 1.11290579e+14 1.17013505e+15 9.51091748e-02 5.40729736e-01
6.67500019e-01 2.35014087e-01 9.59406272e+14 1.04213042e+16 2.25473989e+14 2.44915328e+15 4.66443598e-01 1.05170899e+14 1.14239187e+15 9.20620160e-02 5.39416852e-01
6.72500014e-01 2.34543832e-01 9.10662400e+14 1.02089247e+16 2.13590249e+14 2.39444032e+15 4.69385803e-01 1.00256231e+14 1.12391629e+15 8.92025780e-02 5.38124469e-01
6.77500010e-01 2.32510388e-01 8.64725184e+14 9.99900248e+15 2.01057588e+14 2.32487194e+15 4.71995801e-01 9.48983371e+13 1.09732979e+15 8.64811450e-02 5.36862191e-01
6.82500005e-01 2.31814203e-01 8.20064512e+14 9.79126003e+15 1.90102601e+14 2.26975314e+15 4.74223107e-01 9.01510461e+13 1.07636938e+15 8.37547476e-02 5.35623406e-01
